Restaurant Name,Country Code,City,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes
Karim's,1,Noida,Sector 18,77.32365757,28.56926546,"Mughlai, North Indian",1200,1,0,0,3,3.3,446
KFC,1,Noida,Sector 18,77.32496414,28.56876577,"American, Fast Food, Burger",500,0,1,0,2,2.7,608
Khan's Kathi Rolls,1,Noida,Sector 18,77.32669149,28.56992385,"North Indian, Street Food",400,0,0,0,1,3.2,76
Nathu's Sweets,1,Noida,Sector 18,77.3242832,28.56889916,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,0,1,0,2,2.5,211
Nawabi Mughlai Zaika,1,Noida,Sector 18,77.325204,28.57099,"North Indian, Mughlai",600,0,1,0,2,3.3,19
Nite Bites,1,Noida,Sector 18,77.332893,28.597824,"North Indian, Chinese, Continental",650,0,1,0,2,3.4,68
Nizam's Kathi Kabab,1,Noida,Sector 18,77.32458662,28.57071651,"North Indian, Fast Food",900,0,1,0,2,3.0,139
NSD Resto Bar & Kitchen,1,Noida,Sector 18,77.32406242,28.57151907,"North Indian, Chinese, Continental",1000,1,0,0,3,2.6,19
PS Wah Bhai Wah,1,Noida,Sector 18,77.32570108,28.57088023,"North Indian, Chinese",700,0,1,0,2,2.6,89
Sagar Ratna,1,Noida,Sector 18,77.32221387,28.5721275,"South Indian, North Indian, Chinese",600,0,1,0,2,3.2,277
Sbarro,1,Noida,Sector 18,77.3243117,28.57015824,"Pizza, Italian",600,0,1,0,2,3.3,97
Swag & Swad,1,Noida,Sector 18,77.322001,28.570049,"North Indian, Chinese, Mughlai",600,0,1,0,2,3.4,19
The Fizz,1,Noida,Sector 18,77.32313555,28.57225971,"North Indian, Mughlai, Chinese",1400,1,1,0,3,3.2,80
The Kitchen,1,Noida,Sector 18,77.3264863,28.57003427,"North Indian, Mughlai",350,0,1,0,1,3.2,47
Twenty Four Seven,1,Noida,Sector 18,77.32466508,28.57117762,"Fast Food, North Indian",300,0,0,0,1,3.4,45
Vinny's Restro Bar,1,Noida,Sector 18,77.32512441,28.57073654,"North Indian, Chinese",1300,1,0,0,3,3.2,37
Walk In The Woods,1,Noida,Sector 18,77.324447,28.569182,"North Indian, Mughlai, Chinese",1400,1,1,0,3,3.0,203
Xiian,1,Noida,Sector 18,77.3233803,28.5688017,"Italian, Continental, North Indian, Chinese",1400,1,1,0,3,3.4,286
Zest Bar and Lounge,1,Noida,Sector 18,77.32295919,28.57206302,"Finger Food, North Indian, Chinese",1000,1,0,0,3,3.4,223
Angels in my Kitchen,1,Noida,Sector 18,77.32430164,28.57046888,"Bakery, Desserts, Fast Food",350,0,1,0,1,3.9,205
Baby Dragon Bar & Restaurant,1,Noida,Sector 18,77.323714,28.569561,"North Indian, Continental, Thai, Chinese",1350,1,1,0,3,3.5,326
Baker Street,1,Noida,Sector 18,77.32213676,28.57302026,"Bakery, Beverages, Fast Food",300,0,1,0,1,3.6,40
Bamboo Shoots,1,Noida,Sector 18,77.32396636,28.57153949,"Chinese, Seafood, Asian",1600,1,1,0,3,3.9,515
Bikanervala Bliss,1,Noida,Sector 18,77.32466038,28.57196379,"North Indian, Fast Food, Chinese",1200,0,0,0,3,3.6,235
Bikanervala,1,Noida,Sector 18,77.3246292,28.57215783,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",550,0,1,0,2,3.7,331
Bikkgane Biryani,1,Noida,Sector 18,77.32443139,28.57013969,"Biryani, North Indian, Hyderabadi",800,1,1,0,2,3.8,612
Burbee's Cafe,1,Noida,Sector 18,77.32456181,28.56935203,"American, Italian, Chinese, North Indian, Cafe",900,1,1,0,2,3.7,833
Cafe Coffee Day,1,Noida,Sector 18,77.32398044,28.56966474,Cafe,450,0,1,0,1,3.6,125
Deez Biryani & Kebabs,1,Noida,Sector 18,77.32459467,28.56839947,"Biryani, North Indian, Mughlai",650,0,1,0,2,3.5,430
Desi Vibes,1,Noida,Sector 18,77.32425638,28.5694916,"North Indian, Mughlai",1400,0,1,0,3,3.8,2019
Dhaba at Atta,1,Noida,Sector 18,77.32411414,28.56914544,"North Indian, Mughlai",1000,0,1,0,3,3.8,477
DND,1,Noida,Sector 18,77.32224271,28.57234745,"North Indian, Fast Food",350,0,1,0,1,3.5,196
Domino's Pizza,1,Noida,Sector 18,77.3248877,28.5702822,"Pizza, Fast Food",700,0,0,0,2,3.6,547
Donald's Pastry Shop,1,Noida,Sector 18,77.32413467,28.56784854,Bakery,300,0,1,0,1,3.8,402
Doosri Mehfil,1,Noida,Sector 18,77.32429225,28.57171587,"North Indian, Chinese, Mughlai",950,1,1,0,2,3.8,285
Fit Bites,1,Noida,Sector 18,77.32514117,28.57101361,Healthy Food,800,0,1,0,2,3.8,154
Hungry Minister,1,Noida,Sector 18,77.327377,28.570034,"Continental, Mexican, Fast Food, Chinese",400,0,1,1,1,3.5,147
Hurry's Paratha,1,Noida,Sector 18,77.322687,28.570159,"Pizza, North Indian",200,0,1,0,1,3.5,47
Imly,1,Noida,Sector 18,77.32071754,28.56728731,"Street Food, Continental, South Indian, North Indian, Chinese",600,0,0,0,2,3.9,204
Jambox,1,Noida,Sector 18,77.325052,28.571388,"Fast Food, Beverages",500,0,1,0,2,3.6,30
LIT Ultrabar,1,Noida,Sector 18,77.32541844,28.57096149,"Continental, American, North Indian, Chinese",1550,1,0,0,3,3.6,425
Mainland China,1,Noida,Sector 18,77.32224539,28.57181745,Chinese,1800,1,1,0,3,3.7,743
McDonald's,1,Noida,Sector 18,77.32432779,28.56920863,Fast Food,500,0,1,0,2,3.9,403
Metro Dhaba,1,Noida,Sector 18,77.3257916,28.57036376,"North Indian, Fast Food, Chinese, Biryani, Mughlai",500,0,1,0,2,3.8,418
Nazeer Foods,1,Noida,Sector 18,77.3248411,28.57116908,"Mughlai, North Indian",600,0,1,0,2,3.6,703
Our Story Bistro & Tea Room,1,Noida,Sector 18,77.32361533,28.56914297,"Cafe, Italian, Continental, Desserts",1000,1,0,0,3,3.9,320
Paddy's Cafe,1,Noida,Sector 18,77.32465636,28.5682225,Cafe,800,1,1,0,2,3.7,302
Popular Cakery,1,Noida,Sector 18,77.32499767,28.56978752,"Bakery, Desserts, Fast Food",500,0,1,0,2,3.9,250
Punjabi By Nature,1,Noida,Sector 18,77.32484244,28.56900605,"North Indian, Mughlai",2000,1,1,0,4,3.7,770
Sadda Adda,1,Noida,Sector 18,77.3238781,28.57065303,"Fast Food, Chinese, North Indian",300,0,0,0,1,3.5,22
Subway,1,Noida,Sector 18,77.32487295,28.57008816,"American, Fast Food, Salad, Healthy Food",500,0,1,0,2,3.8,268
Swagath,1,Noida,Sector 18,77.32373536,28.5684245,"North Indian, Chinese, South Indian, Seafood, Chettinad",1500,1,0,0,3,3.6,415
TFK - The Flaming Kick,1,Noida,Sector 18,77.32236877,28.56954961,"North Indian, Asian, Continental",2350,1,1,0,4,3.5,214
The Great Kabab Factory,1,Noida,Sector 18,77.3218102,28.57210424,"North Indian, Mughlai",2200,1,0,0,4,3.5,540
The Patiala Kkitchen,1,Noida,Sector 18,77.32216291,28.57199854,North Indian,1600,1,1,0,3,3.6,332
The Tandoori Village,1,Noida,Sector 18,77.32376587,28.56837474,"North Indian, Mughlai, Italian, Chinese",1500,1,0,0,3,3.5,247
The Yellow Chilli,1,Noida,Sector 18,77.32239123,28.57149032,"North Indian, Mughlai",1600,1,1,0,3,3.7,222
Top Breads,1,Noida,Sector 18,77.32339572,28.57070886,"Bakery, Fast Food",200,0,1,0,1,3.5,420
Wat-a-Burger!,1,Noida,Sector 18,77.32514352,28.56950956,Fast Food,350,0,1,0,1,3.6,324
Chawla's 2,1,Noida,Sector 18,77.32652552,28.56984906,"North Indian, Mughlai, Chinese, Fast Food",700,0,1,0,2,2.2,81
Himalaya,1,Noida,Sector 18,77.32435126,28.57242813,North Indian,450,0,1,0,1,2.3,31
Public Cafe,1,Noida,Sector 18,77.3261812,28.56993416,"Fast Food, Beverages",450,0,1,0,1,2.1,74
RPM - Zanzi Bar,1,Noida,Sector 18,77.32529875,28.57066881,"Chinese, North Indian",2000,1,0,0,4,2.4,103
Mad Over Donuts,1,Noida,Sector 18,77.3242376,28.56827816,Desserts,450,0,1,0,1,4.2,235
RollsKing,1,Noida,Sector 18,77.32480355,28.56812416,Fast Food,300,0,0,0,1,4.0,1055
Lumbini Food Point,1,Noida,Sector 19,77.3283593,28.5816039,Chinese,350,0,0,0,1,2.8,18
Owlcity,1,Noida,Sector 19,77.328028,28.577975,Fast Food,400,0,1,0,1,3.6,165
Anand Food Factory,1,Noida,Sector 2,77.3143909,28.5837833,"North Indian, Chinese",300,0,0,0,1,2.9,4
Nirula's,1,Noida,Sector 2,77.3135127,28.5822486,"Fast Food, North Indian, Chinese, Desserts, Ice Cream",1100,1,1,0,3,2.5,221
Snacks India,1,Noida,Sector 2,77.3116811,28.5849968,"North Indian, Chinese, South Indian",500,0,1,0,2,3.6,103
Olive Kitchen,1,Noida,Sector 20,77.3332052,28.5838546,"North Indian, Chinese",500,0,1,0,2,2.6,17
R Cafe,1,Noida,Sector 20,0.0,0.0,South Indian,400,0,0,0,1,3.0,5
New Gee Pee,1,Noida,Sector 21,77.3360987,28.5880357,"Fast Food, Chinese",300,0,0,0,1,3.3,27
Uncle's JVCC Restaurant,1,Noida,Sector 21,77.3371603,28.5847607,"North Indian, Chinese",600,0,1,0,2,3.0,26
Hari Om Restaurant,1,Noida,Sector 22,77.3446655,28.5990702,North Indian,250,0,0,0,1,3.0,10
Jain Restaurant,1,Noida,Sector 22,77.3425749,28.5950171,"North Indian, Chinese, South Indian",500,0,1,0,2,3.0,7
Lajawab Family Restaurant,1,Noida,Sector 22,77.3425375,28.5940591,"North Indian, Chinese",450,0,1,0,1,2.5,17
221 B Baker Street,1,Noida,Sector 25,77.3379464,28.5843762,Bakery,350,0,1,0,1,3.4,102
Hunger's Hub,1,Noida,Sector 25,77.3378653,28.5845728,"North Indian, Chinese, Mughlai",550,0,1,0,2,3.1,16
Lajwaab Restaurant,1,Noida,Sector 25,77.3381766,28.5843215,"North Indian, Chinese",500,0,0,0,2,2.6,59
Republic of Chicken,1,Noida,Sector 25,77.3382691,28.5844243,"Raw Meats, Fast Food",400,0,0,0,1,3.0,37
Super Cake Shop,1,Noida,Sector 26,77.3352827,28.5767841,"Bakery, Desserts",300,0,1,0,1,2.5,4
Wakhra Swaad,1,Noida,Sector 26,77.3352977,28.5768276,"North Indian, Fast Food",500,0,1,0,2,4.1,112
27 Grills,1,Noida,Sector 27,77.32838832,28.57445006,"North Indian, Chinese, Mughlai",600,0,1,0,2,3.3,159
China Hot Pot,1,Noida,Sector 27,77.32827835,28.57456872,Chinese,400,0,0,0,1,3.0,6
Himalaya Momos & Roll,1,Noida,Sector 27,77.324321,28.5735123,"Chinese, Fast Food",200,0,0,0,1,2.7,15
Hungry House Pizzas & More,1,Noida,Sector 27,77.32837792,28.57444329,"Pizza, Fast Food",600,0,1,0,2,3.4,79
Khana Khajana Da Dhaba,1,Noida,Sector 27,77.3245817,28.573916,North Indian,450,0,0,0,1,2.9,5
M.P. Chole Tikki Wala,1,Noida,Sector 27,77.32828371,28.57457078,Street Food,150,0,0,0,1,3.0,10
Maa Vaishno Shudh Bhojnalaya,1,Noida,Sector 27,77.3245004,28.5737086,North Indian,250,0,0,0,1,3.1,8
More Than Caf��,1,Noida,Sector 27,77.3282646,28.57438086,Fast Food,400,0,0,0,1,3.0,5
Public Cafe,1,Noida,Sector 27,77.32841983,28.57439941,"Fast Food, Beverages",450,0,1,0,1,2.6,13
Sadda Taste,1,Noida,Sector 27,77.32803628,28.57187929,"North Indian, Fast Food, Chinese",450,0,0,0,1,3.1,12
Sati Restaurant,1,Noida,Sector 27,77.3243658,28.5734717,North Indian,200,0,0,0,1,3.2,12
Super Cake Shop,1,Noida,Sector 27,77.32451957,28.57346898,Bakery,300,0,1,0,1,2.8,8
Uncle's Punjabi Rasoi,1,Noida,Sector 27,77.3245902,28.5737171,North Indian,400,0,0,0,1,2.9,7
Yours Deliciously,1,Noida,Sector 27,77.3235133,28.5737946,"Street Food, Beverages",350,0,0,0,1,2.9,4
Captain Curry,1,Noida,Sector 27,0.0,0.0,"North Indian, Chinese",400,0,1,0,1,3.6,19
Oh My Scoop!,1,Noida,Sector 27,77.3283169,28.57453721,"Ice Cream, Beverages",200,0,0,0,1,3.5,23
Reena Restaurant,1,Noida,Sector 27,77.3242109,28.5736246,"Chinese, South Indian, North Indian",400,0,0,0,1,3.5,57
Pizza Hut Delivery,1,Noida,Sector 27,77.328325,28.5775482,"Italian, Pizza, Fast Food",800,0,1,0,2,2.3,62
Wah Ji Wah,1,Noida,Sector 27,77.32809763,28.57433905,North Indian,500,0,1,0,2,2.0,74
Chawla's Chic Inn,1,Noida,Sector 28,77.3331573,28.5711016,"North Indian, Mughlai",600,0,1,0,2,2.8,58
Grill Point,1,Noida,Sector 28,77.3330621,28.5714962,Fast Food,200,0,0,0,1,3.2,20
Hari Sweets,1,Noida,Sector 28,77.3330963,28.5714642,Mithai,100,0,0,0,1,3.1,14
Sultanate of Spice,1,Noida,Sector 28,77.333159,28.5710463,"North Indian, Mughlai",500,0,1,0,2,2.9,43
Yamu's Panchayat,1,Noida,Sector 28,77.3331584,28.5710661,Street Food,100,0,0,0,1,3.2,15
Debon,1,Noida,Sector 28,77.3332434,28.5711287,"Raw Meats, North Indian, Fast Food",400,0,0,0,1,3.5,85
Hot & Sour,1,Noida,Sector 29,77.3350897,28.5670876,Chinese,300,0,0,0,1,3.2,46
Open Kitchen,1,Noida,Sector 29,77.3353589,28.5672923,"North Indian, Mughlai",600,0,1,0,2,3.0,12
Truffle Muffle,1,Noida,Sector 29,77.3352692,28.5673735,"Bakery, Desserts",300,0,0,0,1,3.4,37
Go! Biryani,1,Noida,Sector 29,77.3353589,28.5684579,Biryani,500,0,1,0,2,3.5,144
Tastee Chauka,1,Noida,Sector 29,77.33557262,28.56859852,North Indian,350,0,0,0,1,3.7,31
Foodie,1,Noida,Sector 3,77.319038,28.5818551,"North Indian, Chinese, Fast Food",500,0,1,0,2,2.8,8
Lapaalap,1,Noida,Sector 3,77.3187567,28.5821309,North Indian,200,0,0,0,1,3.0,5
Fresh Food Factory,1,Noida,Sector 3,77.3173193,28.5810955,"North Indian, Chinese",300,0,0,0,1,3.9,140
Caff�� La Poya,1,Noida,Sector 30,77.3409391,28.5722363,"Cafe, Continental, Fast Food, Italian",600,0,1,0,2,3.7,164
Elixir Health Caf��,1,Noida,Sector 30,77.3408326,28.5724711,"Cafe, Healthy Food, Continental, Italian, Asian",800,1,1,0,2,3.7,131
Radhey Foodz,1,Noida,Sector 31,77.346491,28.576754,North Indian,200,0,0,0,1,3.0,4
The Kitchen,1,Noida,Sector 31,77.3394417,28.5791986,North Indian,600,0,0,0,2,2.7,20
Uncle's Treat,1,Noida,Sector 31,77.34303586,28.5793226,Chinese,400,0,0,0,1,3.1,5
Wow! Momo,1,Noida,Sector 31,77.3536634,28.5743086,Chinese,350,0,0,0,1,2.6,32
KD's Hunger Point,1,Noida,Sector 31,0.0,0.0,"North Indian, Chinese",200,0,0,0,1,3.7,49
Govinda's Restaurant,1,Noida,Sector 33,77.3499908,28.5866196,"North Indian, South Indian",300,0,0,0,1,3.0,8
Not Just Dilli,1,Noida,Sector 33,77.3536634,28.5743086,Street Food,450,0,0,0,1,3.2,15
RollsKing,1,Noida,Sector 33,77.3536634,28.5743086,Fast Food,400,0,0,0,1,3.4,22
Chauhan Vatika,1,Noida,Sector 34,77.36111,28.5818244,"North Indian, Mughlai, Chinese",500,0,0,0,2,2.8,28
Frozen Stone,1,Noida,Sector 34,77.3536634,28.5743086,"Fast Food, Beverages",300,0,0,0,1,3.1,4
Kavita's Restaurant,1,Noida,Sector 34,77.3636829,28.5835424,"North Indian, Mughlai, Chinese",550,0,1,0,2,2.6,37
Mudrika Food Factory,1,Noida,Sector 34,77.3573419,28.5838901,"North Indian, Mughlai, Chinese",550,0,0,0,2,2.5,20
Pind Balluchi,1,Noida,Sector 34,77.3536634,28.5743086,"North Indian, Chinese, Mughlai",900,1,0,0,2,2.9,7
Zaffran- Ikshita's Kitchen,1,Noida,Sector 34,77.3577905,28.5840221,Kashmiri,300,0,0,0,1,3.0,5
Chaayos,1,Noida,Sector 34,77.3536634,28.5743086,"Cafe, Tea",400,0,1,0,1,3.6,18
Punjabi Tadka,1,Noida,Sector 34,77.360356,28.583684,"North Indian, Mughlai",450,0,1,0,1,3.7,70
Heaven's Point,1,Noida,Sector 37,77.3425375,28.5691352,Fast Food,100,0,0,0,1,3.0,6
Kamboj's,1,Noida,Sector 37,77.3402775,28.5661407,"North Indian, Mughlai, Chinese",800,1,1,0,2,2.8,239
Mexican Pizza,1,Noida,Sector 37,77.3404288,28.5653946,"Pizza, Fast Food",500,0,0,0,2,3.4,15
Shahenshah,1,Noida,Sector 37,77.3376836,28.5644063,"North Indian, Mughlai, Chinese",500,0,1,0,2,2.9,7
Snack Chat,1,Noida,Sector 37,77.3405146,28.5660756,"Fast Food, Italian",500,0,0,0,2,3.4,23
The Amazing Buger's,1,Noida,Sector 37,77.3397535,28.5651685,"Fast Food, Burger",400,0,0,0,1,2.9,8
The Black Box,1,Noida,Sector 37,77.340435,28.565446,"North Indian, Continental",400,0,1,0,1,3.1,6
Al Bake,1,Noida,Sector 37,77.3403587,28.5654172,"Fast Food, Chinese",450,0,1,0,1,3.7,72
Asian Fun,1,Noida,Sector 37,77.340025,28.565491,Chinese,700,0,1,0,2,3.8,113
Burnout,1,Noida,Sector 37,77.37565689,28.52998373,"Continental, Mexican, Italian",450,0,1,0,1,3.6,111
Cafe Fusion,1,Noida,Sector 37,77.34083544,28.56619633,"Cafe, Fast Food",350,0,1,0,1,3.7,68
Fit Bites,1,Noida,Sector 37,77.340721,28.566297,Healthy Food,800,1,1,0,2,3.7,26
Go Krazy,1,Noida,Sector 37,77.3403537,28.565437,"Italian, Fast Food",400,0,0,0,1,3.5,27
Green Restaurant,1,Noida,Sector 37,77.3408326,28.5661948,"North Indian, Chinese, Mughlai",400,0,1,0,1,3.6,47
Hunger Strike,1,Noida,Sector 37,77.3404288,28.5653946,"Fast Food, North Indian",400,0,1,0,1,3.7,92
The Munchkart Cafe,1,Noida,Sector 37,77.34018199,28.56528114,"Fast Food, Chinese",350,0,1,0,1,3.8,34
Thee Pot,1,Noida,Sector 37,77.3399353,28.5653929,"Cafe, Fast Food",400,0,1,0,1,3.7,80
Waffles and Crepes,1,Noida,Sector 37,77.3400699,28.5655401,"Desserts, Beverages",250,0,0,0,1,3.9,66
Bistro 37,1,Noida,Sector 37,77.3397409,28.5652948,"Fast Food, Chinese",400,0,0,0,1,4.3,1005
Desi Swag,1,Noida,Sector 37,77.340025,28.5653117,"North Indian, Mughlai",500,0,1,0,2,4.3,96
Teasta,1,Noida,Sector 37,77.340025,28.565491,"Fast Food, Beverages",200,0,0,0,1,4.1,632
Appu Ghar Express,1,Noida,Sector 38,77.323737,28.5641453,"Fast Food, Chinese",400,0,0,0,1,2.8,63
Barista,1,Noida,Sector 38,77.334633,28.5640131,Cafe,650,0,0,0,2,3.0,26
Burger King,1,Noida,Sector 38,77.334633,28.5640131,"Burger, Fast Food",500,0,1,0,2,3.2,13
Keventers,1,Noida,Sector 38,77.3221651,28.5643934,Beverages,400,0,0,0,1,3.1,7
Kenny Rogers Roasters,1,Noida,Sector 38,77.3220403,28.5645948,American,1300,1,0,0,3,3.7,53
McDonald's,1,Noida,Sector 38,77.3254169,28.5664384,"Fast Food, Burger",500,0,0,0,2,3.5,53
Domino's Pizza,1,Noida,Sector 38,77.334211,28.564222,"Pizza, Fast Food",700,0,0,0,2,2.4,70
Mr. Brown,1,Noida,Sector 38,77.33417619,28.56437507,"Bakery, Desserts, Fast Food",500,0,1,0,2,4.0,183
Chef's Bar-Be-Que,1,Noida,Sector 39,77.3498054,28.5672202,"North Indian, Mughlai, Chinese",650,0,1,0,2,3.4,69
Sen's Sational Xpress Kitchen,1,Noida,Sector 39,0.0,0.0,"North Indian, Mughlai",600,0,1,0,2,3.0,7
Shanghai Dreams,1,Noida,Sector 39,77.34990894,28.56699945,Chinese,400,0,0,0,1,3.0,4
InnerChef,1,Noida,Sector 4,0.0,28.0,"North Indian, South Indian, Italian, Continental, Mediterranean, Lebanese, Desserts",500,0,1,0,2,3.3,10
F-all (Food for All),1,Noida,Sector 40,77.3568036,28.5651898,"North Indian, Chinese, Fast Food",400,0,0,0,1,3.4,24
2 Bros Kitchen,1,Noida,Sector 41,77.36176707,28.56952163,"North Indian, Chinese, Fast Food",600,0,1,0,2,3.2,364
Baskin Robbins,1,Noida,Sector 41,77.3607699,28.561368,Ice Cream,300,0,1,0,1,3.3,12
Big Bone - The Meat Shop,1,Noida,Sector 41,77.3618278,28.5692496,"Raw Meats, Fast Food",350,0,0,0,1,3.1,16
Biryani House,1,Noida,Sector 41,77.36170672,28.56920834,"Biryani, North Indian",300,0,1,0,1,3.1,9
China Hot,1,Noida,Sector 41,77.3618487,28.5697922,Chinese,400,0,0,0,1,2.9,22
City Hut,1,Noida,Sector 41,77.3591531,28.5615185,"North Indian, Chinese",700,0,0,0,2,2.5,27
Defence Bakery,1,Noida,Sector 41,77.361986,28.5689914,"Bakery, Fast Food",150,0,0,0,1,3.4,117
Dhabha 27,1,Noida,Sector 41,77.3629392,28.5662049,"Mughlai, Chinese",500,0,1,0,2,3.2,5
Faasos,1,Noida,Sector 41,77.3616483,28.569412,"North Indian, Fast Food",600,0,1,0,2,3.1,10
Green Chick Chop,1,Noida,Sector 41,77.3618197,28.5692859,"Raw Meats, North Indian, Fast Food",350,0,0,0,1,2.7,25
JSB Evergreen Cool Point,1,Noida,Sector 41,77.3620195,28.569218,"North Indian, Chinese, Fast Food, Mithai",450,0,0,0,1,2.9,56
JSB Evergreen Snack & Sweets,1,Noida,Sector 41,77.3619175,28.5693477,"North Indian, Chinese, Fast Food, Street Food",300,0,0,0,1,3.2,41
Keventers,1,Noida,Sector 41,77.3609306,28.5614537,Beverages,400,0,0,0,1,2.9,4
More Than Cafe,1,Noida,Sector 41,77.3618306,28.569207,"Cafe, Continental, Fast Food",400,0,0,0,1,3.3,39
Mutfi,1,Noida,Sector 41,77.3603093,28.5613668,"North Indian, Seafood, Bengali",600,0,1,0,2,3.3,15
Nawabi Mughlai Zaika,1,Noida,Sector 41,77.360265,28.561485,"North Indian, Mughlai",550,0,1,0,2,3.2,34
Ovenstory Pizza,1,Noida,Sector 41,77.366334,28.565118,"Pizza, Fast Food",500,0,1,0,2,3.3,26
ProFit Kitchen,1,Noida,Sector 41,77.3592512,28.5614308,Healthy Food,600,0,1,0,2,3.4,21
Public Cafe,1,Noida,Sector 41,77.35881027,28.56145334,"Fast Food, Beverages",450,0,1,0,1,2.5,13
The Chickmunks Express,1,Noida,Sector 41,77.360571,28.565447,"Fast Food, Italian, North Indian, Chinese",1300,0,1,1,3,3.0,6
Time to Tea,1,Noida,Sector 41,77.3620072,28.5689975,"Fast Food, Beverages",350,0,0,0,1,3.4,66
Twenty Four Seven,1,Noida,Sector 41,77.3583449,28.5614837,"Fast Food, North Indian",300,0,0,0,1,3.0,6
Virundu,1,Noida,Sector 41,77.361169,28.5656,South Indian,300,0,1,0,1,2.8,10
Be Bhukkad,1,Noida,Sector 41,77.363015,28.563578,"North Indian, Mughlai",700,0,1,0,2,3.6,43
Behrouz Biryani,1,Noida,Sector 41,77.361455,28.569307,Biryani,600,0,1,0,2,3.5,63
Bistro 365,1,Noida,Sector 41,77.36045983,28.56136235,"Cafe, North Indian, Chinese",500,0,1,0,2,3.7,27
Engineers Da Dhaba,1,Noida,Sector 41,77.36013662,28.56132431,North Indian,400,0,1,0,1,3.6,38
Hungry Minister,1,Noida,Sector 41,77.3522612,28.5615785,"Continental, Mexican, Fast Food, Chinese",400,0,1,1,1,3.5,29
Kake Da Hotel,1,Noida,Sector 41,77.3612895,28.5612185,"North Indian, Mughlai",700,0,1,0,2,3.5,63
Peshawari Delux Restaurant,1,Noida,Sector 41,77.361974,28.5689197,"North Indian, Chinese",700,0,0,0,2,2.4,52
WTF - World's Tastiest Food,1,Noida,Sector 41,77.35858697,28.56337153,"North Indian, Chinese",800,0,1,0,2,2.4,5
Salato Salad Studio,1,Noida,Sector 41,77.362094,28.569279,"Salad, Continental",500,0,1,0,2,4.1,43
AB Fast N Food,1,Noida,Sector 44,77.3374886,28.5546617,Fast Food,200,0,1,0,1,2.7,6
Cafe 44,1,Noida,Sector 44,0.0,0.0,"Continental, Chinese",500,0,0,0,2,3.0,4
Cafe Onion Rings,1,Noida,Sector 44,77.3382907,28.56470841,"North Indian, Chinese, Fast Food",500,0,0,0,2,2.9,52
Club 44,1,Noida,Sector 44,77.3321849,28.5580118,North Indian,800,0,0,0,2,3.2,11
Indian Curry House,1,Noida,Sector 44,77.35743094,28.56198634,"North Indian, Chinese",600,0,1,0,2,3.1,9
Krunchies,1,Noida,Sector 44,77.3373827,28.5543914,Fast Food,200,0,1,0,1,2.5,19
Platefull,1,Noida,Sector 44,77.3323268,28.5579734,"North Indian, Chinese",600,0,1,0,2,3.4,18
Sanghai Food,1,Noida,Sector 44,77.3361665,28.5599265,Chinese,450,0,0,0,1,2.9,15
Shadev Saini Dhaba,1,Noida,Sector 44,77.3400334,28.560602,North Indian,200,0,0,0,1,3.0,7
Wasim Biryani Center,1,Noida,Sector 44,77.3400007,28.5607636,North Indian,400,0,0,0,1,2.8,8
Hungry - I,1,Noida,Sector 44,77.3323527,28.5579975,"Cafe, Italian, Chinese, Continental",550,0,1,0,2,3.7,431
Smoking Tikka,1,Noida,Sector 44,77.3385357,28.5545389,"North Indian, Chinese, Fast Food",600,0,1,0,2,3.7,47
The Fusion Food Stand,1,Noida,Sector 44,77.3322975,28.5579718,"Chinese, Thai, Fast Food",650,0,1,0,2,3.8,40
#Urban Caf��,1,Noida,Sector 45,77.3441526,28.5485744,"North Indian, Chinese, Italian",650,0,1,0,2,3.3,49
Baked! Cakes & Desserts,1,Noida,Sector 45,0.0,0.0,"Bakery, Desserts",350,0,0,0,1,3.3,11
Quick Grabs,1,Noida,Sector 45,77.3440629,28.5489246,"North Indian, Chinese",550,0,1,0,2,3.1,80
The Roll Van,1,Noida,Sector 45,77.3451396,28.5503712,"North Indian, Mughlai",500,0,0,0,2,2.9,4
Noida Cakes Online,1,Noida,Sector 47,77.3636066,28.5593943,Bakery,300,0,0,0,1,3.0,9
The Epicureans,1,Noida,Sector 47,77.3728126,28.5480976,"North Indian, Mughlai, Chinese",650,0,0,0,2,3.4,20
Adhikari Fast Food Corner,1,Noida,Sector 48,77.3678917,28.5572741,"Chinese, Fast Food",400,0,0,0,1,2.8,5
Amrit's Agni Multi Cuisine Restaurant,1,Noida,Sector 48,77.3676875,28.5574096,"North Indian, Chinese",550,0,0,0,2,2.9,4
Punjabi Chaska,1,Noida,Sector 48,77.3681581,28.5571046,"North Indian, Mughlai, Chinese",550,0,0,0,2,3.0,27
The Choco Shop,1,Noida,Sector 48,77.3682751,28.5571526,Bakery,700,0,0,0,2,3.0,5
The Taste,1,Noida,Sector 48,77.3678243,28.5574263,"Bakery, Fast Food",500,0,0,0,2,3.1,7
Tibb's Frankie,1,Noida,Sector 48,77.3727931,28.5551493,Fast Food,250,0,1,0,1,3.4,22
Domino's Pizza,1,Noida,Sector 48,77.3729825,28.5555542,"Pizza, Fast Food",700,0,0,0,2,2.3,38
Public Cafe,1,Noida,Sector 48,77.373221,28.5556159,"Fast Food, Beverages",450,0,1,0,1,2.4,7
